"","WHISKY","PRESENTER","DATE","AGE","PRICE","SIZE","ABV","X..1.5.oz","ORIGIN","AMOUNT","STATUS","Individual","value","WHISKYNAME"
"3","Arran Malt Robbie Burns","Steve","23/02/2013","NAS",42,700,40,3,"Island",0,"RETIRED","Andrew",30,"Arran Malt Robbie Burns NAS"
"5","Auchentoshan Springwood","Joss","25/09/2014","NAS",66,1000,40,3,"Lowland",0.5,"OWNED","Andrew",50,"Auchentoshan Springwood NAS"
"6","Balvenie Doublewood","Stefan","27/11/2014","12",90,750,40,6,"Speyside",0,"EMPTY","Andrew",35,"Balvenie Doublewood 12"
"7","Balvenie Signature","Marian","27/09/2012","12",80,750,40,5,"Speyside",0,"RETIRED","Andrew",65,"Balvenie Signature 12"
"8","Cardhu","Joss","25/04/2013","12",75,750,40,5,"Speyside",0,"RETIRED","Andrew",55,"Cardhu 12"
"9","Cragganmore","Dave","27/09/2012","12",85,750,40,6,"Speyside",0,"EMPTY","Andrew",56,"Cragganmore 12"
"10","Dalmore King Alexander","CLUB (WS1)","19/12/2013","NAS",224,700,40,15,"Highland",NA,"OWNED","Andrew",86,"Dalmore King Alexander NAS"
"11","Glen Deveron","Mike","30/04/2015","20",115,1000,40,6,"Highland",0.2,"OWNED","Andrew",80,"Glen Deveron 20"
"12","Glen Mhor (1965)","CLUB (SS4)","23/06/2016","35",320,700,40,21,"Highland",NA,"OWNED","Andrew",100,"Glen Mhor (1965) 35"
"15","Glenlivet Master Dist. Reserve","Dan","30/04/2015","NAS",60,1000,40,3,"Speyside",0.7,"OWNED","Andrew",48,"Glenlivet Master Dist. Reserve NAS"
"19","Highland Park Einar","Ash","24/11/2016","NAS",110,1000,40,5,"Island",0.7,"OWNED","Andrew",57,"Highland Park Einar NAS"
"20","Jura","Joss","27/02/2014","10",50,750,40,3,"Island",0.3,"OWNED","Andrew",52,"Jura 10"
"22","Macduff","CLUB (WS1)","19/12/2013","39",350,750,40,21,"Highland",NA,"OWNED","Andrew",72,"Macduff 39"
"27","Port Ellen Connoissuers Choice (1982)","CLUB (SS3)","24/06/2015","19",320,700,40,21,"Islay",0,"RETIRED","Andrew",98,"Port Ellen Connoissuers Choice (1982) 19"
"28","Redbreast Irish Whisky","Mike","31/03/2016","12",75,750,40,5,"Ireland",0.5,"OWNED","Andrew",25,"Redbreast Irish Whisky 12"
"30","Tomintoul","Mike","20/12/2012","10",69,700,40,5,"Speyside",0,"RETIRED","Andrew",63,"Tomintoul 10"
"31","Tormore","Mike","25/10/2012","12",67,1000,40,4,"Speyside",0,"EMPTY","Andrew",40,"Tormore 12"
"32","Jura Brooklyn","Steve","28/04/2016","NAS",80,750,42,5,"Island",0.3,"OWNED","Andrew",85,"Jura Brooklyn NAS"
"33","Auchentoshan Triplewood","Ash","28/11/2013","NAS",75,750,43,5,"Lowland",0,"REPLACE","Andrew",84,"Auchentoshan Triplewood NAS"
"34","Balvenie Caribbean Cask","Andrew","31/07/2014","14",110,750,43,7,"Speyside",0,"EMPTY","Andrew",82,"Balvenie Caribbean Cask 14"
"35","Benromach","Dan","24/03/2014","10",75,750,43,5,"Speyside",0,"EMPTY","Andrew",87,"Benromach 10"
"36","Bowmore Darkest","Dan","27/06/2013","15",92,750,43,6,"Islay",0,"REPLACE","Andrew",90,"Bowmore Darkest 15"
"37","Caol Isla","Ash","25/07/2013","12",80,1000,43,4,"Islay",0.2,"OWNED","Andrew",79,"Caol Isla 12"
"39","Dalwhinnie","Mike","30/01/2014","15",89,750,43,6,"Highland",0.3,"OWNED","Andrew",68,"Dalwhinnie 15"
"40","Glenfiddich Bourbon Barrel Reserve","Jeremy","25/02/2016","14",70,750,43,5,"Speyside",0,"EMPTY","Andrew",93,"Glenfiddich Bourbon Barrel Reserve 14"
"41","Glengoyne","Miles","27/11/2014","15",95,700,43,7,"Highland",0,"RETIRED","Andrew",82,"Glengoyne 15"
"42","Glenkinchie","Miles","29/08/2013","12",85,750,43,6,"Lowland",0.3,"OWNED","Andrew",83,"Glenkinchie 12"
"44","Glenmorangie Rare","Marian","27/06/2013","18",114,750,43,7,"Highland",NA,"OWNED","Andrew",82,"Glenmorangie Rare 18"
"46","Jura","Joss","27/02/2014","16",85,750,43,6,"Island",0.2,"OWNED","Andrew",88,"Jura 16"
"47","Jura Superstition","Andrew","29/11/2012","13",64,750,43,4,"Island",0,"EMPTY","Andrew",83,"Jura Superstition 13"
"48","Lagavaulin","Andrew","27/06/2013","16",115,750,43,7,"Islay",0,"EMPTY","Andrew",79,"Lagavaulin 16"
"49","Macallan","Mike","29/08/2013","12",93,750,43,6,"Speyside",0.5,"OWNED","Andrew",63,"Macallan 12"
"51","Nikka Taketsuru Pure Malt","Ash","31/03/2016","NAS",82,750,43,5,"Japan",0.2,"OWNED","Andrew",68,"Nikka Taketsuru Pure Malt NAS"
"52","Oban","Seb","25/04/2013","14",110,750,43,7,"Highland",0,"REPLACE","Andrew",55,"Oban 14"
"53","Oban Little Bay","CLUB (MTL)","25/02/2016","NAS",100,750,43,6,"Highland",0.3,"OWNED","Andrew",89,"Oban Little Bay NAS"
"54","Strathisla","Seb","24/10/2013","12",57,750,43,4,"Speyside",0.2,"OWNED","Andrew",73,"Strathisla 12"
"56","Yamazaki","Richard","24/11/2016","12",120,700,43,8,"Japan",0.3,"OWNED","Andrew",97,"Yamazaki 12"
"57","Yamazaki","CLUB (WS4)","22/12/2016","18",500,750,43,30,"Japan",NA,"OWNED","Andrew",88,"Yamazaki 18"
"58","Mortlach Rare & Old","John","28/04/2016","NAS",100,750,43,6,"Speyside",0.5,"OWNED","Andrew",35,"Mortlach Rare & Old NAS"
"59","Jura","CLUB (MTL)","27/02/2014","21",138,700,44,9,"Island",NA,"OWNED","Andrew",58,"Jura 21"
"60","Smokehead Rock Edition","Scott","22/10/2015","NAS",100,1000,44,5,"Islay",0.3,"OWNED","Andrew",67,"Smokehead Rock Edition NAS"
"61","Talisker Port Ruighe","Joss","28/05/2015","NAS",110,700,45,8,"Island",0,"REPLACE","Andrew",91,"Talisker Port Ruighe NAS"
"62","Ardbeg","Ash","30/05/2013","10",100,1000,46,5,"Islay",0.4,"OWNED","Andrew",82,"Ardbeg 10"
"63","Ardmore","Joss","31/01/2013","NAS",45,700,46,3,"Speyside",0,"EMPTY","Andrew",86,"Ardmore NAS"
"65","Aultmore","Miles","22/10/2015","12",80,750,46,5,"Speyside",0.7,"OWNED","Andrew",42,"Aultmore 12"
"67","Bruichladdich","Dan","31/01/2013","10",63,700,46,5,"Islay",0,"EMPTY","Andrew",80,"Bruichladdich 10"
"68","Clynelish","Seb","29/11/2012","14",80,750,46,5,"Highland",0,"RETIRED","Andrew",77,"Clynelish 14"
"71","Glendronach","Miles","30/01/2014","14",90,700,46,6,"Highland",0.3,"OWNED","Andrew",67,"Glendronach 14"
"73","Glenmorangie Lasanta","Marian","24/03/2014","12",74,1000,46,4,"Highland",0,"EMPTY","Andrew",62,"Glenmorangie Lasanta 12"
"75","Glenmorangie Signet","Ash","27/06/2013","NAS",311,750,46,19,"Highland",NA,"OWNED","Andrew",84,"Glenmorangie Signet NAS"
"76","Glenmorangie Signet","CLUB (SS4)","23/06/2016","NAS",260,750,46,16,"Highland",NA,"OWNED","Andrew",78,"Glenmorangie Signet NAS"
"77","Hazelburn","CLUB (SS1)","20/06/2013","12",129,700,46,9,"Campbeltown",0.4,"OWNED","Andrew",70,"Hazelburn 12"
"78","Jura Prophecy","Andrew","24/10/2013","NAS",95,750,46,6,"Island",0.4,"OWNED","Andrew",83,"Jura Prophecy NAS"
"79","Old Pulteney Noss Head","Murilo","24/09/2015","NAS",NA,1000,46,0,"Highland",0.6,"OWNED","Andrew",72,"Old Pulteney Noss Head NAS"
"80","Springbank","Steve","26/09/2013","10",80,750,46,5,"Campbeltown",0.3,"OWNED","Andrew",76,"Springbank 10"
"82","Talisker Dark Storm","Max","24/09/2015","NAS",90,1000,46,5,"Island",0.4,"OWNED","Andrew",68,"Talisker Dark Storm NAS"
"84","Bunnahabhain","Stefan","27/10/2016","12",90,700,46,6,"Islay",0.4,"OWNED","Andrew",52,"Bunnahabhain 12"
"85","Bunnahabhain Eirigh Na Greine","Mike","01/09/2016","NAS",100,1000,46,5,"Islay",0.4,"OWNED","Andrew",75,"Bunnahabhain Eirigh Na Greine NAS"
"87","Highland Park Dark Origins","Andrew","26/11/2015","NAS",100,750,46,6,"Highland",0,"EMPTY","Andrew",84,"Highland Park Dark Origins NAS"
"88","Highland Park","CLUB (SS2)","19/06/2014","21",300,700,47,20,"Island",NA,"OWNED","Andrew",88,"Highland Park 21"
"89","Glenfiddich Snow Phoenix","CLUB (WS3)","17/12/2015","NAS",250,750,47,15,"Speyside",NA,"OWNED","Andrew",100,"Glenfiddich Snow Phoenix NAS"
"91","Laphoraig Quarter Cask","Miles","20/12/2012","5.7",70,750,48,5,"Islay",0.9,"OWNED","Andrew",87,"Laphoraig Quarter Cask 5.7"
"92","Laphroaig","CLUB (SS2)","19/06/2014","18",180,750,48,11,"Islay",NA,"OWNED","Andrew",94,"Laphroaig 18"
"96","Balvenie 1509 Tun","CLUB (WS3)","17/12/2015","NAS",400,700,50,26,"Speyside",NA,"OWNED","Andrew",89,"Balvenie 1509 Tun NAS"
"97","Linlithgow Signatory Vintage (1975)","CLUB (SS3)","24/06/2015","25",400,700,50,26,"Lowland",0,"RETIRED","Andrew",68,"Linlithgow Signatory Vintage (1975) 25"
"98","Ardbeg Alligator","CLUB (SS1)","20/06/2013","NAS",170,700,51,11,"Islay",0,"RETIRED","Andrew",96,"Ardbeg Alligator NAS"
"99","Glenfiddich Distillers Ed.","Marian","26/09/2013","15",75,750,51,5,"Speyside",0.9,"OWNED","Andrew",86,"Glenfiddich Distillers Ed. 15"
"100","Laphroaig Cairdeas 200th Anniversary","Joss","25/02/2016","NAS",100,750,51,6,"Islay",NA,"OWNED","Andrew",62,"Laphroaig Cairdeas 200th Anniversary NAS"
"102","Bowmore Laimrig","Joss","28/11/2013","15",96,750,54,6,"Islay",0,"EMPTY","Andrew",76,"Bowmore Laimrig 15"
"103","Arbeg Dark Cove (Committee Release)","CLUB (WS4)","22/12/2016","NAS",200,750,55,12,"Islay",NA,"OWNED","Andrew",57,"Arbeg Dark Cove (Committee Release) NAS"
"107","Ardbeg Correyvreckan","Andrew","01/09/2016","NAS",150,700,57,10,"Islay",NA,"OWNED","Andrew",95,"Ardbeg Correyvreckan NAS"
"108","Glenlivet Nadurra Triumph","Joss","25/10/2012","16",85,750,58,6,"Speyside",0,"RETIRED","Andrew",87,"Glenlivet Nadurra Triumph 16"
"109","Aberlour A'bunadh","Phil","24/07/2014","NAS",95,750,59,6,"Speyside",0,"EMPTY","Andrew",79,"Aberlour A'bunadh NAS"
"110","Glenfarclas 105 Cask Strength","Stephan","26/11/2015","NAS",106,750,60,7,"Highland",0.3,"OWNED","Andrew",2,"Glenfarclas 105 Cask Strength NAS"
"112","Knappogue Castle","Ash","23/3/2017","12",75,750,40,5,"Ireland",0.6,"OWNED","Andrew",85,"Knappogue Castle 12"
"113","Royal Brackla","Steve","23/2/2017","12",100,750,40,6,"Highland",0.6,"OWNED","Andrew",84,"Royal Brackla 12"
"114","Glenfiddich Rich Oak","Joss","23/2/2017","14",68,750,40,5,"Speyside",0.7,"OWNED","Andrew",75,"Glenfiddich Rich Oak 14"
"116","Ancnoc Vintage 2001","?","25/5/2017","15",120,700,46,8,"Speyside",0.5,"OWNED","Andrew",32,"Ancnoc Vintage 2001 15"
"117","Kilchoman Machir Bay","?","25/5/2017","NAS",100,700,46,7,"Islay",0.5,"OWNED","Andrew",92,"Kilchoman Machir Bay NAS"
"118","Benriach 1998 Single Cask","CLUB (SS5)","22/6/2017","15",288,750,47,18,"Speyside",NA,"OWNED","Andrew",36,"Benriach 1998 Single Cask 15"
"119","Macallan Rare Cask","CLUB (SS5)","22/6/2017","NAS",400,750,43,24,"Speyside",NA,"OWNED","Andrew",89,"Macallan Rare Cask NAS"
"120","Longrow","?","27/7/17","NAS",90,700,46,6,"Campbeltown",NA,"OWNED","Andrew",90,"Longrow NAS"
"121","Laphroaig Cairdeas Madeira Cask","?","27/7/17","10",80,750,51,5,"Islay",NA,"OWNED","Andrew",81,"Laphroaig Cairdeas Madeira Cask 10"
"123","Scapa Skiren","Scott","28/9/2017","NAS",80,750,40,5,"Island",NA,"OWNED","Andrew",48,"Scapa Skiren NAS"
"124","Oban Distillers Edition","Jeremy","28/9/2017","15",120,750,43,8,"Highland",NA,"OWNED","Andrew",83,"Oban Distillers Edition 15"
"125","Signatory Vintage Rosebank","Joss","26/10/2017","10",220,750,43,14,"Lowland",NA,"RETIRED","Andrew",33,"Signatory Vintage Rosebank 10"
"126","Highland Park Valkyrie","Joss","26/10/2017","NAS",100,750,45,6,"Island",NA,"OWNED","Andrew",63,"Highland Park Valkyrie NAS"
"127","Glenfiddich Project XX","Ash","26/10/2017","NAS",100,740,47,7,"Speyside",NA,"OWNED","Andrew",87,"Glenfiddich Project XX NAS"
"128","Balblair 2005","Steve","30/11/2017","NAS",73,700,46,5,"Highland",NA,"OWNED","Andrew",50,"Balblair 2005 NAS"
"129","Chivas Regal","Ash","30/11/2017","12",105,1750,40,3,"Blend",NA,"OWNED","Andrew",63,"Chivas Regal 12"
"130","Aberfeldy","Seb","24/04/2014","12",55,750,40,4,"Highland",0,"EMPTY","Ash",68,"Aberfeldy 12"
"131","Ancnoc","Jeremy","27/10/2016","23",80,700,40,6,"Speyside",0.3,"OWNED","Ash",34,"Ancnoc 23"
"132","Arran Malt Robbie Burns","Steve","23/02/2013","NAS",42,700,40,3,"Island",0,"RETIRED","Ash",50,"Arran Malt Robbie Burns NAS"
"133","Auchentoshan American Oak","Marian","26/05/2016","NAS",55,750,40,4,"Lowland",0.6,"OWNED","Ash",75,"Auchentoshan American Oak NAS"
"134","Auchentoshan Springwood","Joss","25/09/2014","NAS",66,1000,40,3,"Lowland",0.5,"OWNED","Ash",50,"Auchentoshan Springwood NAS"
"135","Balvenie Doublewood","Stefan","27/11/2014","12",90,750,40,6,"Speyside",0,"EMPTY","Ash",68,"Balvenie Doublewood 12"
"136","Balvenie Signature","Marian","27/09/2012","12",80,750,40,5,"Speyside",0,"RETIRED","Ash",80,"Balvenie Signature 12"
"137","Cardhu","Joss","25/04/2013","12",75,750,40,5,"Speyside",0,"RETIRED","Ash",80,"Cardhu 12"
"138","Cragganmore","Dave","27/09/2012","12",85,750,40,6,"Speyside",0,"EMPTY","Ash",70,"Cragganmore 12"
"139","Dalmore King Alexander","CLUB (WS1)","19/12/2013","NAS",224,700,40,15,"Highland",NA,"OWNED","Ash",94,"Dalmore King Alexander NAS"
"140","Glen Deveron","Mike","30/04/2015","20",115,1000,40,6,"Highland",0.2,"OWNED","Ash",85,"Glen Deveron 20"
"141","Glen Mhor (1965)","CLUB (SS4)","23/06/2016","35",320,700,40,21,"Highland",NA,"OWNED","Ash",92,"Glen Mhor (1965) 35"
"142","Glenfiddich Select Cask","Ash","30/07/2015","NAS",70,1000,40,4,"Speyside",0.5,"OWNED","Ash",71,"Glenfiddich Select Cask NAS"
"143","Glenfiddich Select Cask (Blind)","CLUB (BT)","28/01/2016","NAS",70,1000,40,4,"Speyside",0.5,"OWNED","Ash",63,"Glenfiddich Select Cask (Blind) NAS"
"144","Glenlivet Master Dist. Reserve","Dan","30/04/2015","NAS",60,1000,40,3,"Speyside",0.7,"OWNED","Ash",50,"Glenlivet Master Dist. Reserve NAS"
"145","Glenmorangie","Nick","30/07/2015","10",70,750,40,5,"Highland",0.3,"OWNED","Ash",81,"Glenmorangie 10"
"146","Glenmorangie 10 (Blind)","CLUB (BT)","28/01/2016","10",70,750,40,5,"Highland",0.3,"OWNED","Ash",70,"Glenmorangie 10 (Blind) 10"
"147","Glenrothes Select Reserve","Marian","27/08/2015","NAS",60,750,40,4,"Speyside",0.5,"OWNED","Ash",80,"Glenrothes Select Reserve NAS"
"148","Highland Park Einar","Ash","24/11/2016","NAS",110,1000,40,5,"Island",0.7,"OWNED","Ash",75,"Highland Park Einar NAS"
"149","Jura","Joss","27/02/2014","10",50,750,40,3,"Island",0.3,"OWNED","Ash",58,"Jura 10"
"151","Macduff","CLUB (WS1)","19/12/2013","39",350,750,40,21,"Highland",NA,"OWNED","Ash",85,"Macduff 39"
"152","McClelland  Speyside (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Speyside",0,"RETIRED","Ash",18,"McClelland  Speyside (Blind) NAS"
"153","McClelland Highland (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Highland",0.7,"OWNED","Ash",60,"McClelland Highland (Blind) NAS"
"154","McClelland Islay (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Islay",0,"RETIRED","Ash",75,"McClelland Islay (Blind) NAS"
"155","Old Pulteney","Mike","30/10/2014","12",78,700,40,6,"Highland",0.4,"OWNED","Ash",70,"Old Pulteney 12"
"156","Port Ellen Connoissuers Choice (1982)","CLUB (SS3)","24/06/2015","19",320,700,40,21,"Islay",0,"RETIRED","Ash",93,"Port Ellen Connoissuers Choice (1982) 19"
"157","Redbreast Irish Whisky","Mike","31/03/2016","12",75,750,40,5,"Ireland",0.5,"OWNED","Ash",76,"Redbreast Irish Whisky 12"
"158","Scapa Skiren","Marian","29/09/2016","NAS",80,750,40,5,"Island",0.7,"OWNED","Ash",84,"Scapa Skiren NAS"
"159","Tomintoul","Mike","20/12/2012","10",69,700,40,5,"Speyside",0,"RETIRED","Ash",74,"Tomintoul 10"
"160","Tormore","Mike","25/10/2012","12",67,1000,40,4,"Speyside",0,"EMPTY","Ash",81,"Tormore 12"
"161","Jura Brooklyn","Steve","28/04/2016","NAS",80,750,42,5,"Island",0.3,"OWNED","Ash",81,"Jura Brooklyn NAS"
"162","Auchentoshan Triplewood","Ash","28/11/2013","NAS",75,750,43,5,"Lowland",0,"REPLACE","Ash",88,"Auchentoshan Triplewood NAS"
"163","Balvenie Caribbean Cask","Andrew","31/07/2014","14",110,750,43,7,"Speyside",0,"EMPTY","Ash",78,"Balvenie Caribbean Cask 14"
"164","Benromach","Dan","24/03/2014","10",75,750,43,5,"Speyside",0,"EMPTY","Ash",85,"Benromach 10"
"165","Bowmore Darkest","Dan","27/06/2013","15",92,750,43,6,"Islay",0,"REPLACE","Ash",89,"Bowmore Darkest 15"
"166","Caol Isla","Ash","25/07/2013","12",80,1000,43,4,"Islay",0.2,"OWNED","Ash",84,"Caol Isla 12"
"167","Caol Isla (Blind)","CLUB (BT)","28/01/2016","12",80,1000,43,4,"Islay",0.2,"OWNED","Ash",78,"Caol Isla (Blind) 12"
"168","Dalwhinnie","Mike","30/01/2014","15",89,750,43,6,"Highland",0.3,"OWNED","Ash",75,"Dalwhinnie 15"
"169","Glenfiddich Bourbon Barrel Reserve","Jeremy","25/02/2016","14",70,750,43,5,"Speyside",0,"EMPTY","Ash",81,"Glenfiddich Bourbon Barrel Reserve 14"
"170","Glengoyne","Miles","27/11/2014","15",95,700,43,7,"Highland",0,"RETIRED","Ash",78,"Glengoyne 15"
"171","Glenkinchie","Miles","29/08/2013","12",85,750,43,6,"Lowland",0.3,"OWNED","Ash",81,"Glenkinchie 12"
"173","Glenmorangie Rare","Marian","27/06/2013","18",114,750,43,7,"Highland",NA,"OWNED","Ash",91,"Glenmorangie Rare 18"
"174","Highland Park","Steve","30/05/2013","12",68,750,43,5,"Island",0.2,"OWNED","Ash",84,"Highland Park 12"
"175","Jura","Joss","27/02/2014","16",85,750,43,6,"Island",0.2,"OWNED","Ash",85,"Jura 16"
"176","Jura Superstition","Andrew","29/11/2012","13",64,750,43,4,"Island",0,"EMPTY","Ash",84,"Jura Superstition 13"
"177","Lagavaulin","Andrew","27/06/2013","16",115,750,43,7,"Islay",0,"EMPTY","Ash",78,"Lagavaulin 16"
"178","Macallan","Mike","29/08/2013","12",93,750,43,6,"Speyside",0.5,"OWNED","Ash",73,"Macallan 12"
"180","Nikka Taketsuru Pure Malt","Ash","31/03/2016","NAS",82,750,43,5,"Japan",0.2,"OWNED","Ash",79,"Nikka Taketsuru Pure Malt NAS"
"181","Oban","Seb","25/04/2013","14",110,750,43,7,"Highland",0,"REPLACE","Ash",91,"Oban 14"
"182","Oban Little Bay","CLUB (MTL)","25/02/2016","NAS",100,750,43,6,"Highland",0.3,"OWNED","Ash",84,"Oban Little Bay NAS"
"183","Strathisla","Seb","24/10/2013","12",57,750,43,4,"Speyside",0.2,"OWNED","Ash",81,"Strathisla 12"
"184","Tullibardine 500","Nick","25/09/2014","NAS",80,750,43,5,"Highland",0.5,"OWNED","Ash",79,"Tullibardine 500 NAS"
"185","Yamazaki","Richard","24/11/2016","12",120,700,43,8,"Japan",0.3,"OWNED","Ash",97,"Yamazaki 12"
"186","Yamazaki","CLUB (WS4)","22/12/2016","18",500,750,43,30,"Japan",NA,"OWNED","Ash",92,"Yamazaki 18"
"187","Mortlach Rare & Old","John","28/04/2016","NAS",100,750,43,6,"Speyside",0.5,"OWNED","Ash",64,"Mortlach Rare & Old NAS"
"188","Jura","CLUB (MTL)","27/02/2014","21",138,700,44,9,"Island",NA,"OWNED","Ash",92,"Jura 21"
"189","Smokehead Rock Edition","Scott","22/10/2015","NAS",100,1000,44,5,"Islay",0.3,"OWNED","Ash",53,"Smokehead Rock Edition NAS"
"190","Talisker Port Ruighe","Joss","28/05/2015","NAS",110,700,45,8,"Island",0,"REPLACE","Ash",84,"Talisker Port Ruighe NAS"
"191","Ardbeg","Ash","30/05/2013","10",100,1000,46,5,"Islay",0.4,"OWNED","Ash",87,"Ardbeg 10"
"192","Ardmore","Joss","31/01/2013","NAS",45,700,46,3,"Speyside",0,"EMPTY","Ash",79,"Ardmore NAS"
"194","Aultmore","Miles","22/10/2015","12",80,750,46,5,"Speyside",0.7,"OWNED","Ash",40,"Aultmore 12"
"195","Benriach Peated (Importanticus Fumosus)","Steve","29/05/2014","12",75,700,46,5,"Speyside",0,"REPLACE","Ash",81,"Benriach Peated (Importanticus Fumosus) 12"
"196","Bruichladdich","Dan","31/01/2013","10",63,700,46,5,"Islay",0,"EMPTY","Ash",81,"Bruichladdich 10"
"197","Clynelish","Seb","29/11/2012","14",80,750,46,5,"Highland",0,"RETIRED","Ash",64,"Clynelish 14"
"199","Craigellaichie","Murilo","29/09/2016","19",150,1000,46,7,"Speyside",NA,"OWNED","Ash",81,"Craigellaichie 19"
"200","Glendronach","Miles","30/01/2014","14",90,700,46,6,"Highland",0.3,"OWNED","Ash",51,"Glendronach 14"
"202","Glenmorangie Lasanta","Marian","24/03/2014","12",74,1000,46,4,"Highland",0,"EMPTY","Ash",75,"Glenmorangie Lasanta 12"
"204","Glenmorangie Signet","Ash","27/06/2013","NAS",311,750,46,19,"Highland",NA,"OWNED","Ash",97,"Glenmorangie Signet NAS"
"205","Glenmorangie Signet","CLUB (SS4)","23/06/2016","NAS",260,750,46,16,"Highland",NA,"OWNED","Ash",93,"Glenmorangie Signet NAS"
"206","Hazelburn","CLUB (SS1)","20/06/2013","12",129,700,46,9,"Campbeltown",0.4,"OWNED","Ash",84,"Hazelburn 12"
"207","Jura Prophecy","Andrew","24/10/2013","NAS",95,750,46,6,"Island",0.4,"OWNED","Ash",78,"Jura Prophecy NAS"
"208","Old Pulteney Noss Head","Murilo","24/09/2015","NAS",NA,1000,46,0,"Highland",0.6,"OWNED","Ash",70,"Old Pulteney Noss Head NAS"
"209","Springbank","Steve","26/09/2013","10",80,750,46,5,"Campbeltown",0.3,"OWNED","Ash",85,"Springbank 10"
"210","Talisker","Miles","28/03/2013","10",80,750,46,5,"Island",1,"OWNED","Ash",77,"Talisker 10"
"211","Talisker Dark Storm","Max","24/09/2015","NAS",90,1000,46,5,"Island",0.4,"OWNED","Ash",80,"Talisker Dark Storm NAS"
"212","Tomatin Cubocan","Murilo","26/05/2016","NAS",96,750,46,6,"Highland",0.2,"OWNED","Ash",78,"Tomatin Cubocan NAS"
"213","Bunnahabhain","Stefan","27/10/2016","12",90,700,46,6,"Islay",0.4,"OWNED","Ash",84,"Bunnahabhain 12"
"214","Bunnahabhain Eirigh Na Greine","Mike","01/09/2016","NAS",100,1000,46,5,"Islay",0.4,"OWNED","Ash",89,"Bunnahabhain Eirigh Na Greine NAS"
"215","Deanston Virgin Oak","Steve","27/08/2015","NAS",50,750,46,3,"Highland",0.7,"OWNED","Ash",73,"Deanston Virgin Oak NAS"
"216","Highland Park Dark Origins","Andrew","26/11/2015","NAS",100,750,46,6,"Highland",0,"EMPTY","Ash",86,"Highland Park Dark Origins NAS"
"217","Highland Park","CLUB (SS2)","19/06/2014","21",300,700,47,20,"Island",NA,"OWNED","Ash",90,"Highland Park 21"
"218","Glenfiddich Snow Phoenix","CLUB (WS3)","17/12/2015","NAS",250,750,47,15,"Speyside",NA,"OWNED","Ash",100,"Glenfiddich Snow Phoenix NAS"
"219","Glenlivet Guardians Chapter","Marian","20/10/2014","NAS",90,750,48,6,"Speyside",0,"RETIRED","Ash",84,"Glenlivet Guardians Chapter NAS"
"220","Laphoraig Quarter Cask","Miles","20/12/2012","5.7",70,750,48,5,"Islay",0.9,"OWNED","Ash",81,"Laphoraig Quarter Cask 5.7"
"221","Laphroaig","CLUB (SS2)","19/06/2014","18",180,750,48,11,"Islay",NA,"OWNED","Ash",90,"Laphroaig 18"
"222","Arran Malt Amarones Cask","Ash","24/04/2014","12",81,700,50,6,"Island",0,"REPLACE","Ash",89,"Arran Malt Amarones Cask 12"
"224","Bunnahabhain  Cruach-Mhona","Jonathan","28/05/2015","NAS",120,1000,50,6,"Islay",0.3,"OWNED","Ash",86,"Bunnahabhain  Cruach-Mhona NAS"
"225","Balvenie 1509 Tun","CLUB (WS3)","17/12/2015","NAS",400,700,50,26,"Speyside",NA,"OWNED","Ash",84,"Balvenie 1509 Tun NAS"
"226","Linlithgow Signatory Vintage (1975)","CLUB (SS3)","24/06/2015","25",400,700,50,26,"Lowland",0,"RETIRED","Ash",93,"Linlithgow Signatory Vintage (1975) 25"
"227","Ardbeg Alligator","CLUB (SS1)","20/06/2013","NAS",170,700,51,11,"Islay",0,"RETIRED","Ash",85,"Ardbeg Alligator NAS"
"228","Glenfiddich Distillers Ed.","Marian","26/09/2013","15",75,750,51,5,"Speyside",0.9,"OWNED","Ash",87,"Glenfiddich Distillers Ed. 15"
"229","Laphroaig Cairdeas 200th Anniversary","Joss","25/02/2016","NAS",100,750,51,6,"Islay",NA,"OWNED","Ash",89,"Laphroaig Cairdeas 200th Anniversary NAS"
